,From,To,Date
1962,11,471,2006-11-02
1963,11,486,2006-11-02
1964,11,522,2006-11-02
1965,11,537,2006-11-02
1966,11,563,2006-11-02
1967,11,571,2006-11-02
1968,11,632,2006-11-02
1969,11,634,2006-11-02
1970,11,654,2006-11-02
1971,11,685,2006-11-02
1972,11,695,2006-11-02
1973,11,697,2006-11-02
1974,11,706,2006-11-02
1975,11,736,2006-11-02
1976,11,742,2006-11-02
1977,11,747,2006-11-02
1978,11,759,2006-11-02
1979,11,800,2006-11-02
1980,11,844,2006-11-02
1981,11,858,2006-11-02
1982,11,860,2006-11-02
1983,11,879,2006-11-02
1984,11,885,2006-11-02
1985,11,969,2006-11-02
1986,11,979,2006-11-02
1987,11,984,2006-11-02
1988,11,988,2006-11-02
1989,11,992,2006-11-02
1990,11,1008,2006-11-02
1991,11,1029,2006-11-02
1992,11,1043,2006-11-02
1993,11,1048,2006-11-02
1994,11,1066,2006-11-02
1995,11,1116,2006-11-02
1996,11,1140,2006-11-02
1997,11,1169,2006-11-02
1998,11,1184,2006-11-02
1999,11,1194,2006-11-02
